# num_greedy 30
86 ; 654.0 ; [ 4.66701228 21.73757058 10.38552429  5.65475921 22.92680557 18.62301059]
87 ; 654.0 ; [ 4.66701228 21.73757058 10.38552429  5.65475921 22.92680557 18.62301059]
88 ; 654.0 ; [ 4.66701228 21.73757058 10.38552429  5.65475921 22.92680557 18.62301059]
89 ; 654.0 ; [ 4.66701228 21.73757058 10.38552429  5.65475921 22.92680557 18.62301059]
90 ; 654.0 ; [ 4.66701228 21.73757058 10.38552429  5.65475921 22.92680557 18.62301059]
91 ; 654.0 ; [ 4.66701228 21.73757058 10.38552429  5.65475921 22.92680557 18.62301059]
92 ; 654.0 ; [ 4.66701228 21.73757058 10.38552429  5.65475921 22.92680557 18.62301059]
93 ; 654.0 ; [ 4.66701228 21.73757058 10.38552429  5.65475921 22.92680557 18.62301059]
94 ; 654.0 ; [ 4.66701228 21.73757058 10.38552429  5.65475921 22.92680557 18.62301059]
95 ; 654.0 ; [ 4.66701228 21.73757058 10.38552429  5.65475921 22.92680557 18.62301059]
96 ; 654.0 ; [ 4.66701228 21.73757058 10.38552429  5.65475921 22.92680557 18.62301059]
97 ; 654.0 ; [ 4.66701228 21.73757058 10.38552429  5.65475921 22.92680557 18.62301059]
98 ; 654.0 ; [ 4.66701228 21.73757058 10.38552429  5.65475921 22.92680557 18.62301059]
99 ; 654.0 ; [ 4.66701228 21.73757058 10.38552429  5.65475921 22.92680557 18.62301059]
100 ; 654.0 ; [ 4.66701228 21.73757058 10.38552429  5.65475921 22.92680557 18.62301059]
